eventname,moviename,parkname,zipcode,startdate,enddate,eventurl,parkurl,community,movieclosedcaption,movierating,location_1
Night Out: Movies in the Parks at Armstrong,The Single Moms Club,Armstrong Park,60653.0,2015-07-18T20:30:00.000,2015-07-18T22:21:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Armstrong/,http://www.chicagoparkdistrict.com/parks/Armstrong-Park/,Grand Boulevard,Yes,PG-13,"4433 S St Lawrence Ave Chicago, IL 60653
Chicago, IL 60653
(41.81406021, -87.61099243)"
Night Out: Movies in the Parks at Oriole,Dolphin Tale 2,Oriole Park,60656.0,2015-07-08T20:30:00.000,2015-07-08T22:17:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Oriole1/,http://www.chicagoparkdistrict.com/parks/Oriole-Park/,Norwood Park,Yes,PG,"5430 N. Olcott Ave. Chicago IL 60656
Chicago, IL 60656
(41.97828293, -87.81445313)"
Night Out: Movies in the Parks at Mayfair,Big Hero 6,Mayfair Park,60630.0,2015-08-21T20:00:00.000,2015-08-21T22:00:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Mayfair2/,http://www.chicagoparkdistrict.com/parks/Mayfair-Park/,Irving Park,,PG,"4550 W. Sunnyside Ave. Chicago IL 60630
Chicago, IL 60630
(41.96262741, -87.74201202)"
Night Out: Movies in the Parks at River,The Lego Movie,River Park,60611.0,2015-08-04T20:00:00.000,2015-08-04T21:40:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-River1/,http://www.chicagoparkdistrict.com/parks/River-Park/,Lincoln Square,Yes,PG,"5100 N. Francisco Ave. Chicago IL 60611
Chicago, IL 60611
(41.97340012, -87.70230865)"
Night Out: Movies in the Parks at Armour Square,The Wizard of Oz,Armour Square Park,60616.0,2015-06-12T20:30:00.000,2015-06-12T22:11:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Armour-Square3/,http://www.chicagoparkdistrict.com/parks/Armour-Square-Park/,Armour Square,Yes,G,"3309 S Shields Ave Chicago, IL 60616
Chicago, IL 60616
(41.83438492, -87.63520813)"
Night Out: Movies in the Parks at Sumner,Annie (2014),Sumner Park,60624.0,2015-06-25T20:30:00.000,2015-06-25T22:28:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Sumner1/,http://www.chicagoparkdistrict.com/parks/sumner-park/,North Lawndale,Yes,PG,"4320 W 5th Ave Chicago, IL 60624
Chicago, IL 60624
(41.87060928, -87.73418427)"
Night Out: Movies in the Parks at Harrison,A Latino Film Festival Selection,Harrison Park,60608.0,2015-08-12T20:00:00.000,2015-08-12T22:00:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Harrison6/,http://www.chicagoparkdistrict.com/parks/Harrison-Park/,Lower West Side,Yes,NR,"1824 S. Wood St. Chicago IL 60608
Chicago, IL 60608
(41.85699081, -87.67106628)"
Night Out: Movies in the Parks at Jackson,To Kill a Mockingbird,Jackson Park,60637.0,2015-08-03T20:00:00.000,2015-08-03T22:09:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Jackson2/,http://www.chicagoparkdistrict.com/parks/jackson-park/,Hyde Park,Yes,NR,"6401 S Stony Island Ave Chicago, IL 60637
Chicago, IL 60637
(41.77771378, -87.58693695)"
Night Out: Movies in the Parks at Holstein,Jurassic Park,Holstein Park,60647.0,2015-06-14T20:30:00.000,2015-06-14T22:37:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Holstein5/,http://www.chicagoparkdistrict.com/parks/Holstein-Park/,Logan Square,,,"2200 N. Oakley Ave. Chicago IL 60647
Chicago, IL 60647
(41.9219017, -87.68556213)"
Night Out: Movies in the Parks at Oz,Casablanca,Oz Park,60614.0,2015-07-11T20:30:00.000,2015-07-11T22:12:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Oz8/,http://www.chicagoparkdistrict.com/parks/Oz-Park/,Lincoln Park,Yes,PG,"2021 N. Burling St. Chicago IL 60614
Chicago, IL 60614
(41.92099187, -87.64469862)"
Night Out: Movies in the Parks at Golden Gate,The Avengers,Golden Gate Park,60627.0,2015-08-28T20:00:00.000,2015-08-28T22:23:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Golden-Gate2/,http://www.chicagoparkdistrict.com/parks/Golden-Gate-Park/,Riverdale,Yes,PG-13,"13000 S. Eberhart Ave. Chicago IL 60627
Chicago, IL 60627
(41.65910339, -87.61064911)"
Night Out: Movies in the Parks at Columbus,Step Up All In,Columbus Park,60644.0,2015-06-27T20:30:00.000,2015-06-27T22:22:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Columbus1/,http://www.chicagoparkdistrict.com/parks/columbus-park/,Austin,Yes,PG-13,"500 S. Central Ave. Chicago, IL 60644
Chicago, IL 60644
(41.87285233, -87.76467896)"
Night Out: Movies in the Parks at Bosley,Back to the Future,Bosley Playground Park,60608.0,2015-08-15T20:00:00.000,2015-08-15T21:56:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Bosley2/,http://www.chicagoparkdistrict.com/parks/Bosley-Playground-Park/,Bridgeport,Yes,PG,"3044 S Bonfield St Chicago, IL 60608
Chicago, IL 60608
(41.83930206, -87.65362549)"
Night Out: Movies in the Parks at Skinner,Annie (2014),Skinner Park,60607.0,2015-07-07T20:30:00.000,2015-07-07T22:28:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Skinner2/,http://www.chicagoparkdistrict.com/parks/skinner-park/,Near West Side,Yes,PG,"1331 W Monroe St Chicago IL 60607
Chicago, IL 60607
(41.88011364, -87.66196489)"
Night Out: Movies in the Parks at Lindblom,Dumb & Dumber To,Lindblom Park,60636.0,2015-07-17T20:30:00.000,2015-07-17T22:44:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Lindblom1/,http://www.chicagoparkdistrict.com/parks/Lindblom-Park/,"Englewood, West Englewood",Yes,PG-13,"6054 S. Damen Ave. Chicago IL 60636
Chicago, IL 60636
(41.78319931, -87.6741333)"
Night Out: Movies in the Parks at Union,How to Train Your Dragon 2,Union Park,60607.0,2015-07-29T20:30:00.000,2015-07-29T22:12:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Union1/,http://www.chicagoparkdistrict.com/parks/Union-Park/,Near West Side,Yes,PG,"1501 W. Randolph St. Chicago IL 60607
Chicago, IL 60607
(41.88421249, -87.66551971)"
Night Out: Movies in the Parks at Commercial Club,Big Hero 6,Commercial Club Playground,60622.0,2015-07-23T20:30:00.000,2015-07-23T22:12:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Commercial-Club/,http://www.chicagoparkdistrict.com/parks/Commercial-Club-Playground/,West Town,Yes,PG,"1845 W. Rice St. Chicago IL 60622
Chicago, IL 60622
(41.89686584, -87.67324829)"
Night Out: Movies in the Parks at Oz,The Sandlot 2,Oz Park,60614.0,2015-06-13T20:30:00.000,2015-06-13T22:07:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Oz7/,http://www.chicagoparkdistrict.com/parks/Oz-Park/,Lincoln Park,Yes,PG,"2021 N. Burling St. Chicago IL 60614
Chicago, IL 60614
(41.92099187, -87.64469862)"
Night Out: Movies in the Parks at Touhy,Frozen,Touhy Park,60626.0,2015-08-07T20:15:00.000,2015-08-07T22:00:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Touhy1/,http://www.chicagoparkdistrict.com/parks/Touhy-Park/,Rogers Park,,PG,"7348 N. Paulina St. Chicago IL 60626
Chicago, IL 60626
(42.0148735, -87.67243958)"
Night Out: Movies in the Parks at Athletic Field,The Lego Movie,Athletic Field Park,60618.0,2015-06-26T20:15:00.000,2015-06-26T21:55:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Athletic-Field/,http://www.chicagoparkdistrict.com/parks/Athletic-Field-Park/,Irving Park,,PG,"3546 W Addison St Chicago, IL 60618
Chicago, IL 60618
(41.94668198, -87.71703339)"
Night Out: Movies in the Parks at Maplewood,The Boxtrolls,Maplewood Playlot Park,60647.0,2015-06-18T20:30:00.000,2015-06-18T22:06:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Maplewood1/,http://www.chicagoparkdistrict.com/parks/Maplewood-Playlot-Park/,West Town,Yes,PG,"1640 N.Maplewood Ave. Chicago IL 60647
Chicago, IL 60647
(41.9112854, -87.69094086)"
Night Out: Movies in the Parks at Wentworth Gdns,Annie (2014),Wentworth Gardens Park,60609.0,2015-08-03T20:00:00.000,2015-08-03T21:58:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Wentworth-Gdns/,http://www.chicagoparkdistrict.com/parks/Wentworth-Gardens-Park/,Armour Square,Yes,PG,"3770 S. Wentworth Ave. Chicago IL 60609
Chicago, IL 60609
(41.82579803, -87.6313858)"
Night Out: Movies in the Parks at Cole,The Amazing Spider-Man,Nat King Cole Park,60619.0,2015-07-06T20:30:00.000,2015-07-06T22:46:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Cole2/,http://www.chicagoparkdistrict.com/parks/Nat-King-Cole-Park/,Chatham,Yes,PG-13,"361 E. 85th St. Chicago IL 60619
Chicago, IL 60619
(41.74013519, -87.61564636)"
Night Out: Movies in the Parks at Chicago Women's,The Incredibles,Chicago Women's Park and Gardens,60616.0,2015-08-27T20:00:00.000,2015-08-27T21:55:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Chicago-Womens4/,http://www.chicagoparkdistrict.com/parks/Chicago-Womens-Park-and-Gardens/,Near South Side,No,PG,"1801 S Indiana Ave Chicago, IL 60616
Chicago, IL 60616
(41.85781097, -87.62203979)"
Night Out: Movies in the Parks at Grand Crossing,Get On Up,Grand Crossing Park,60619.0,2015-07-21T20:30:00.000,2015-07-21T22:49:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Grand-Crossing2/,http://www.chicagoparkdistrict.com/parks/Grand-Crossing-Park/,Greater Grand Crossing,Yes,PG-13,"7655 S. Ingleside Ave. Chicago IL 60619
Chicago, IL 60619
(41.75580215, -87.60163116)"
Night Out: Movies in the Parks at Wicker,Jumanji,Wicker Park,60622.0,2015-08-20T20:00:00.000,2015-08-20T21:44:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Wicker10/,http://www.chicagoparkdistrict.com/parks/Wicker-Park/,West Town,Yes,PG,"1425 N. Damen Avenue Chicago IL 60622
Chicago, IL 60622
(41.90821838, -87.67736053)"
Night Out: Movies in the Parks at Jesse White,The Boxtrolls,Jesse White Community Center and Fieldhouse,,2015-07-20T20:30:00.000,2015-07-20T22:06:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Jesse-White1/,http://www.chicagoparkdistrict.com/parks/jesse-white-community-center-and-fieldhouse/,Near North Side,Yes,PG,"
Chicago, IL 
(41.89670305, -87.639184)"
Night Out: Movies in the Parks at Schreiber,Dr. Seuss' How the Grinch Stole Christmas,Schreiber Playground Park,60626.0,2015-08-08T20:30:00.000,2015-08-08T22:14:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Schreiber/,http://www.chicagoparkdistrict.com/parks/Schreiber-Playground-Park/,Rogers Park,No,PG,"1552 W. Schreiber Ave. Chicago IL 60626
Chicago, IL 60626
(41.99901581, -87.66928101)"
Night Out: Movies in the Parks at Donovan,E.T. The Extra-Terrestrial,Donovan Playground Park,60609.0,2015-07-22T20:30:00.000,2015-07-22T22:25:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Donovan1/,http://www.chicagoparkdistrict.com/parks/Donovan-Playground-Park/,Bridgeport,Yes,PG,"3620 S.Lituanica Ave. Chicago IL 60609
Chicago, IL 60609
(41.82843781, -87.64769745)"
Night Out: Movies in the Parks at Rainey,The Lego Movie,Rainey Park,60652.0,2015-07-30T20:30:00.000,2015-07-30T22:10:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Rainey1/,http://www.chicagoparkdistrict.com/parks/Rainey-Park/,Ashburn,Yes,PG,"4350 W. 79th St. Chicago IL 60652
Chicago, IL 60652
(41.74944687, -87.73049927)"
Night Out: Movies in the Parks at South Shore,Sparkle (1976),South Shore Cultural Center,60649.0,2015-09-02T20:00:00.000,2015-09-02T21:38:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-South-Shore11/,http://www.chicagoparkdistrict.com/parks/South-Shore-Cultural-Center/,South Shore,Yes,PG,"7059 S. South Shore Dr. Chicago IL 60649
,  60649
(41.76674652, -87.56651306)"
Night Out: Movies in the Parks at Jonquil,Edward Scissorhands,Jonquil Playlot Park,60614.0,2015-06-21T20:30:00.000,2015-06-21T22:15:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Jonquil8/,http://www.chicagoparkdistrict.com/parks/Jonquil-Playlot-Park/,Lincoln Park,Yes,PG-13,"1001 W. Wrightwood Ave. Chicago IL 60614
Chicago, IL 60614
(41.92899323, -87.65377045)"
Night Out: Movies in the Parks at Portage,Annie (2014),Portage Park,60641.0,2015-07-08T20:30:00.000,2015-07-08T22:30:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Portage1/,http://www.chicagoparkdistrict.com/parks/Portage-Park/,Portage Park,,PG,"4100 N Long Ave Chicago, IL 60641
Chicago, IL 60641
(41.95508957, -87.76216125)"
Night Out: Movies in the Parks at Chopin,Angels in the Outfield,Chopin Park,60641.0,2015-08-22T20:00:00.000,2015-08-22T21:42:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Chopin2/,http://www.chicagoparkdistrict.com/parks/Chopin-Park/,Portage Park,Yes,PG,"3420 N. Long Ave. Chicago IL 60641
Chicago, IL 60641
(41.94267654, -87.76173401)"
Night Out: Movies in the Parks at Vet's Memorial,Frozen,Veteran's Memorial Park,60617.0,2015-08-21T20:00:00.000,2015-08-21T21:48:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Vets-Memorial1/,http://www.chicagoparkdistrict.com/parks/Veterans-Memorial-Park/,South Deering,Yes,PG,"2820 E. 98th St. Chicago IL 60617
Chicago, IL 60617
(41.7172966, -87.55563354)"
Night Out: Movies in the Parks at White (EH),Teenage Mutant Ninja Turtles (2014),White (Edward H.) Park,60643.0,2015-07-15T20:30:00.000,2015-07-15T22:11:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-White-EH/,http://www.chicagoparkdistrict.com/parks/white-edward-h-park/,West Pullman,Yes,PG-13,"1120 W. 122nd St. Chicago IL 60643
Chicago, IL 60643
(41.67224503, -87.6498642)"
Night Out: Movies in the Parks at Paschen,Annie (2014),Paschen Park,60626.0,2015-08-18T20:15:00.000,2015-08-18T22:15:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Paschen4/,http://www.chicagoparkdistrict.com/parks/Paschen-Park/,Rogers Park,,PG,"1932 W. Lunt Ave. Chicago IL 60626
Chicago, IL 60626
(42.00889969, -87.67923737)"
Night Out: Movies in the Parks at Gompers,Dolphin Tale 2,Gompers Park,60630.0,2015-07-09T20:30:00.000,2015-07-09T22:17:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Gompers2/,http://www.chicagoparkdistrict.com/parks/gompers-park/,North Park,Yes,PG,"4222 W. Foster Ave. Chicago IL 60630
Chicago, IL 60630
(41.97549438, -87.73486328)"
Night Out: Movies in the Parks at Merrimac,Footloose,Merrimac Park,60634.0,2015-08-12T20:15:00.000,2015-08-12T22:00:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Merrimac/,http://www.chicagoparkdistrict.com/parks/Merrimac-Park/,Dunning,,PG,"6343 W. Irving Park Rd. Chicago IL 60634
Chicago, IL 60634
(41.95264435, -87.78518677)"
Night Out: Movies in the Parks at Lincoln,The Princess Bride,Lincoln Park,60614.0,2015-07-01T20:30:00.000,2015-07-01T22:08:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Lincoln1/,http://www.chicagoparkdistrict.com/parks/lincoln-park/,Lincoln Park,Yes,PG,"2045 N Lincoln Park West Chicago IL 60614
Chicago, IL 60614
(41.928495, -87.636008)"
Night Out: Movies in the Parks at Portage,Back to the Future Part II,Portage Park,60641.0,2015-08-26T20:00:00.000,2015-08-26T22:00:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Portage3/,http://www.chicagoparkdistrict.com/parks/Portage-Park/,Portage Park,,PG,"4100 N Long Ave Chicago, IL 60641
Chicago, IL 60641
(41.95508957, -87.76216125)"
Night Out: Movies in the Parks at Sheridan,Despicable Me,Sheridan Park,60607.0,2015-07-15T20:00:00.000,2015-07-15T21:35:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Sheridan1/,http://www.chicagoparkdistrict.com/parks/Sheridan-Park/,Near West Side,Yes,PG,"910 S. Aberdeen St. Chicago IL 60607
Chicago, IL 60607
(41.87052536, -87.65449524)"
Night Out: Movies in the Parks at Fuller,Despicable Me 2,Fuller Park,60609.0,2015-07-02T20:30:00.000,2015-07-02T22:08:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Fuller2/,http://www.chicagoparkdistrict.com/parks/Fuller-Park/,Fuller Park,Yes,PG,"331 W. 45th St Chicago IL 60609
Chicago, IL 60609
(41.81225204, -87.63460541)"
Night Out: Movies in the Parks at Osterman Beach,Seven Brides for Seven Brothers,Kathy Osterman Beach,60660.0,2015-06-26T20:30:00.000,2015-06-26T22:12:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Osterman-Beach2/,http://www.chicagoparkdistrict.com/parks/kathy-osterman-beach/,Edgewater,No,G,"5800 N. Lake Shore Drive, Chicago, IL 60660
Chicago, IL 60660
(41.98543743, -87.65284538)"
Night Out: Movies in the Parks at Augusta,The Karate Kid (2010),Augusta Park,60651.0,2015-08-25T20:00:00.000,2015-08-25T22:20:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Augusta2/,http://www.chicagoparkdistrict.com/parks/Augusta-Park/,Humboldt Park,Yes,PG,"4433 W Augusta Blvd Chicago, IL 60651
Chicago, IL 60651
(41.89883423, -87.73683929)"
Night Out: Movies in the Parks at Riis,Guardians of the Galaxy,Riis Park,60639.0,2015-08-19T20:00:00.000,2015-08-19T22:01:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Riis4/,http://www.chicagoparkdistrict.com/parks/Riis-Park/,Belmont Cragin,,,"6100 W. Fullerton Ave. Chicago IL 60639
Chicago, IL 60639
(41.92380142, -87.77819824)"
Night Out: Movies in the Parks at Oakdale,Tyler Perry's A Madea Christmas,Oakdale Park,60643.0,2015-08-14T20:00:00.000,2015-08-14T21:40:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Oakdale3/,http://www.chicagoparkdistrict.com/parks/Oakdale-Park/,Washington Heights,Yes,PG-13,"965 W. 95th St. Chicago IL 60643
Chicago, IL 60643
(41.72100449, -87.64851379)"
Night Out: Movies in the Parks at Lincoln Lagoon,Jaws,Lincoln Park,60614.0,2015-07-25T20:30:00.000,2015-07-25T22:34:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Lincoln-Lagoon/,http://www.chicagoparkdistrict.com/parks/lincoln-park/,Lincoln Park,Yes,PG-13,"2045 N Lincoln Park West Chicago IL 60614
Chicago, IL 60614
(41.928495, -87.636008)"
Night Out: Movies in the Parks at Sherwood,No Good Deed ,Sherwood Park,60621.0,2015-06-22T20:30:00.000,2015-06-22T22:30:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Sherwood1/,http://www.chicagoparkdistrict.com/parks/Sherwood-Park/,Englewood,,PG-13,"5701 S. Shields Ave. Chicago IL 60621
Chicago, IL 60621
(41.79059219, -87.63406372)"
Night Out: Movies in the Parks at Lake Shore,Insurgent,Lake Shore Park,60611.0,2015-08-23T20:00:00.000,2015-08-23T21:59:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Lake-Shore5/,http://www.chicagoparkdistrict.com/parks/Lake-Shore-Park/,Near North Side,Yes,PG-13,"808 N Lake Shore Dr Chicago, IL 60611
Chicago, IL 60611
(41.89749146, -87.61992645)"
Night Out: Movies in the Parks at Wilson (FJ),Mamma Mia,Wilson Frank J. Park,60630.0,2015-08-10T20:00:00.000,2015-08-10T21:48:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Wilson-FJ/,http://www.chicagoparkdistrict.com/parks/wilson-frank-j-park/,Portage Park,Yes,PG-13,"4630 N. Milwaukee Ave. Chicago IL 60630
Chicago, IL 60630
(41.9646492, -87.75836182)"
Night Out: Movies in the Parks at Oakdale,Annie (2014),Oakdale Park,60643.0,2015-08-27T20:30:00.000,2015-08-27T22:30:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Oakdale4/,http://www.chicagoparkdistrict.com/parks/Oakdale-Park/,Washington Heights,,PG,"965 W. 95th St. Chicago IL 60643
Chicago, IL 60643
(41.72100449, -87.64851379)"
Night Out: Movies in the Parks at Wicker,Hook,Wicker Park,60622.0,2015-07-30T20:30:00.000,2015-07-30T22:52:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Wicker9/,http://www.chicagoparkdistrict.com/parks/Wicker-Park/,West Town,Yes,PG,"1425 N. Damen Avenue Chicago IL 60622
Chicago, IL 60622
(41.90821838, -87.67736053)"
Night Out: Movies in the Parks at Osterman Beach,Clue,Kathy Osterman Beach,60660.0,2015-08-17T20:00:00.000,2015-08-17T21:34:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Osterman-Beach4/,http://www.chicagoparkdistrict.com/parks/kathy-osterman-beach/,Edgewater,No,PG,"5800 N. Lake Shore Drive, Chicago, IL 60660
Chicago, IL 60660
(41.98543743, -87.65284538)"
Night Out: Movies in the Parks at NPV,Winged Migration,North Park Village Nature Center,60646.0,2015-08-11T20:00:00.000,2015-08-11T22:00:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-NPV1/,http://www.chicagoparkdistrict.com/parks/North-Park-Village-Nature-Center/,North Park,,,"5801 N. Pulaski Rd. Chicago IL 60646
Chicago, IL 60646
(41.98551559, -87.7227478)"
Night Out: Movies in the Parks at Gladstone,The Sandlot,Gladstone Park,60630.0,2015-07-01T20:30:00.000,2015-07-01T22:11:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Gladstone1/,http://www.chicagoparkdistrict.com/parks/Gladstone-Park/,Jefferson Park,Yes,PG,"5421 N. Menard Ave. Chicago IL 60630
Chicago, IL 60630
(41.97917175, -87.77305603)"
Night Out: Movies in the Parks at Minuteman,Hairspray,Minuteman Park,60638.0,2015-08-05T20:30:00.000,2015-08-05T22:30:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Minuteman/,http://www.chicagoparkdistrict.com/parks/Minuteman-Park/,"Garfield Ridge, Clearing",,PG,"5940 S. Central Ave. Chicago IL 60638
Chicago, IL 60638
(41.78416061, -87.76231384)"
Night Out: Movies in the Parks at Smith Playlot,Ride Along,Smith Playlot Park,60628.0,2015-07-10T20:30:00.000,2015-07-10T22:09:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Smith-Playlot/,http://www.chicagoparkdistrict.com/parks/Smith-Playlot-Park/,Roseland,Yes,PG-13,"9912 S. Princeton Ave. Chicago IL 60628
Chicago, IL 60628
(41.71390915, -87.630867)"
Night Out: Movies in the Parks at Senn,How to Train Your Dragon 2,Senn Playlot Park,60660.0,2015-06-27T20:30:00.000,2015-06-27T22:12:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Senn/,http://www.chicagoparkdistrict.com/parks/Senn-Playlot-Park/,Edgewater,Yes,PG,"5887 N. Ridge Ave. Chicago IL 60660
Chicago, IL 60660
(41.98885727, -87.66854095)"
Night Out: Movies in the Parks at Jackie Robinson,Spider Man 2,Jackie Robinson Park,60643.0,2015-07-06T20:30:00.000,2015-07-06T22:30:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Jackie-Robinson1/,http://www.chicagoparkdistrict.com/parks/jackie-robinson-park/,Washington Heights,,,"10540 S. Morgan St. Chicago IL 60643
Chicago, IL 60643
(41.70248795, -87.64756012)"
Night Out: Movies in the Parks at Belmont Harbor,Stage Door,Lincoln Park,60614.0,2015-07-27T20:30:00.000,2015-07-27T22:15:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Belmont-Harbor5/,http://www.chicagoparkdistrict.com/parks/lincoln-park/,Lincoln Park,Yes,NR,"2045 N Lincoln Park West Chicago IL 60614
Chicago, IL 60614
(41.928495, -87.636008)"
Night Out: Movies in the Parks at Portage,Teenage Mutant Ninja Turtles (1990) ,Portage Park,60641.0,2015-06-17T20:30:00.000,2015-06-17T22:30:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Portage/,http://www.chicagoparkdistrict.com/parks/Portage-Park/,Portage Park,,PG,"4100 N Long Ave Chicago, IL 60641
Chicago, IL 60641
(41.95508957, -87.76216125)"
Night Out: Movies in the Parks at Broncho Billy,The Princess and the Frog,Broncho Billy Playlot Park,60640.0,2015-08-06T20:30:00.000,2015-08-06T22:07:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Broncho-Billy2/,http://www.chicagoparkdistrict.com/parks/Broncho-Billy-Playlot-Park/,Uptown,,G,"4437 N Magnolia Ave Chicago, IL 60640
Chicago, IL 60640
(41.96285248, -87.66093445)"
Night Out: Movies in the Parks at Margate,Annie (2014),Margate Park Fieldhouse,60640.0,2015-06-11T20:30:00.000,2015-06-11T22:28:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Margate1/,http://www.chicagoparkdistrict.com/parks/Margate-Park-Fieldhouse/,Uptown,Yes,PG,"4921 N. Marine Drive Chicago IL 60640
Chicago, IL 60640
(41.97209549, -87.64978027)"
Night Out: Movies in the Parks at Norwood,Big Hero 6,Norwood Park,60631.0,2015-08-07T20:15:00.000,2015-08-07T22:15:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Norwood/,http://www.chicagoparkdistrict.com/parks/Norwood-Park/,Norwood Park,,PG,"5801 N. Natoma Ave. Chicago IL 60631
Chicago, IL 60631
(41.98659134, -87.79413605)"
